date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2020-04-12",region,E12000002,North West,489
"2020-04-11",region,E12000002,North West,611
"2020-04-10",region,E12000002,North West,602
"2020-04-09",region,E12000002,North West,804
"2020-04-08",region,E12000002,North West,853
"2020-04-07",region,E12000002,North West,792
"2020-04-06",region,E12000002,North West,875
"2020-04-05",region,E12000002,North West,627
"2020-06-15",region,E12000007,London,41
"2020-04-04",region,E12000002,North West,602
"2020-04-03",region,E12000002,North West,682
"2020-04-02",region,E12000002,North West,678
"2020-04-01",region,E12000002,North West,619
"2020-06-14",region,E12000007,London,31
"2020-06-13",region,E12000007,London,39
"2020-06-12",region,E12000007,London,53
"2020-06-11",region,E12000007,London,47
"2020-06-10",region,E12000007,London,52
"2020-06-09",region,E12000007,London,71
"2020-06-08",region,E12000007,London,56
"2020-06-07",region,E12000007,London,45
"2020-06-06",region,E12000007,London,47
"2020-06-05",region,E12000007,London,46
"2020-06-04",region,E12000007,London,57
"2020-06-03",region,E12000007,London,79
"2020-06-02",region,E12000007,London,49
"2020-06-01",region,E12000007,London,49
"2020-05-31",region,E12000007,London,38
"2020-05-30",region,E12000007,London,39
"2020-03-31",region,E12000002,North West,556
"2020-05-29",region,E12000007,London,58
"2020-05-28",region,E12000007,London,74
"2020-05-27",region,E12000007,London,84
"2020-05-26",region,E12000007,London,65
"2020-05-25",region,E12000007,London,58
"2020-05-24",region,E12000007,London,50
"2020-05-23",region,E12000007,London,65
"2020-05-22",region,E12000007,London,83
"2020-05-21",region,E12000007,London,157
"2020-05-20",region,E12000007,London,143
"2020-05-19",region,E12000007,London,128
"2020-05-18",region,E12000007,London,113
"2020-05-17",region,E12000007,London,79
"2020-05-16",region,E12000007,London,75
"2020-03-30",region,E12000002,North West,507
"2020-03-29",region,E12000002,North West,359
"2020-03-28",region,E12000002,North West,322
"2020-03-27",region,E12000002,North West,333
"2020-05-15",region,E12000007,London,132
"2020-05-14",region,E12000007,London,158
"2020-05-13",region,E12000007,London,204
"2020-05-12",region,E12000007,London,193
"2020-05-11",region,E12000007,London,160
"2020-05-10",region,E12000007,London,125
"2020-05-09",region,E12000007,London,128
"2020-05-08",region,E12000007,London,206
"2020-05-07",region,E12000007,London,270
"2020-03-26",region,E12000002,North West,358
"2020-03-25",region,E12000002,North West,255
"2020-03-24",region,E12000002,North West,255
"2020-03-23",region,E12000002,North West,175
"2020-05-06",region,E12000007,London,270
"2020-05-05",region,E12000007,London,217
"2020-03-22",region,E12000002,North West,117
"2020-05-04",region,E12000007,London,246
"2020-03-21",region,E12000002,North West,115
"2020-05-03",region,E12000007,London,168
"2020-03-20",region,E12000002,North West,82
"2020-03-19",region,E12000002,North West,98
"2020-03-18",region,E12000002,North West,84
"2020-05-02",region,E12000007,London,248
"2020-05-01",region,E12000007,London,355
"2020-03-17",region,E12000002,North West,55
"2020-04-30",region,E12000007,London,424
"2020-04-29",region,E12000007,London,428
"2020-04-28",region,E12000007,London,312
"2020-04-27",region,E12000007,London,419
"2020-04-26",region,E12000007,London,311
"2020-03-16",region,E12000002,North West,56
"2020-03-15",region,E12000002,North West,24
"2020-04-25",region,E12000007,London,333
"2020-04-24",region,E12000007,London,378
"2020-04-23",region,E12000007,London,524
"2020-04-22",region,E12000007,London,399
"2020-04-21",region,E12000007,London,467
"2020-03-14",region,E12000002,North West,25
"2020-03-13",region,E12000002,North West,43
"2020-03-12",region,E12000002,North West,40
"2020-03-11",region,E12000002,North West,17
"2020-03-10",region,E12000002,North West,15
"2020-03-09",region,E12000002,North West,7
"2020-03-08",region,E12000002,North West,5
"2020-03-07",region,E12000002,North West,9
"2020-03-06",region,E12000002,North West,2
"2020-04-20",region,E12000007,London,437
"2020-04-19",region,E12000007,London,395
"2020-04-18",region,E12000007,London,401
"2020-04-17",region,E12000007,London,579
"2020-03-05",region,E12000002,North West,10
"2020-03-04",region,E12000002,North West,2
"2020-03-03",region,E12000002,North West,7
"2020-03-02",region,E12000002,North West,6
"2020-04-16",region,E12000007,London,578
"2020-04-15",region,E12000007,London,660
"2020-04-14",region,E12000007,London,600
"2020-04-13",region,E12000007,London,602
"2020-04-12",region,E12000007,London,501
"2020-04-11",region,E12000007,London,523
"2020-04-10",region,E12000007,London,619
"2020-04-09",region,E12000007,London,800
"2020-04-08",region,E12000007,London,875
"2020-04-07",region,E12000007,London,952
"2020-04-06",region,E12000007,London,860
"2020-04-05",region,E12000007,London,632
"2020-04-04",region,E12000007,London,765
"2020-04-03",region,E12000007,London,983
"2020-03-01",region,E12000002,North West,7
"2020-04-02",region,E12000007,London,1069
"2020-04-01",region,E12000007,London,979
"2020-03-31",region,E12000007,London,935
"2020-03-30",region,E12000007,London,868
"2020-02-29",region,E12000002,North West,0
"2020-03-29",region,E12000007,London,596
"2020-02-28",region,E12000002,North West,1
"2020-02-27",region,E12000002,North West,0
"2020-02-26",region,E12000002,North West,0
"2020-03-28",region,E12000007,London,577
"2020-03-27",region,E12000007,London,818
"2020-03-26",region,E12000007,London,766
"2020-03-25",region,E12000007,London,757
"2020-03-24",region,E12000007,London,636
"2020-02-25",region,E12000002,North West,0
"2020-02-24",region,E12000002,North West,0
"2020-03-23",region,E12000007,London,689
"2020-03-22",region,E12000007,London,437
"2020-03-21",region,E12000007,London,351
"2020-03-20",region,E12000007,London,426
"2020-03-19",region,E12000007,London,332
"2020-03-18",region,E12000007,London,356
"2020-02-23",region,E12000002,North West,0
"2020-03-17",region,E12000007,London,311
"2020-02-22",region,E12000002,North West,1
"2020-03-16",region,E12000007,London,234
"2020-03-15",region,E12000007,London,165
"2020-03-14",region,E12000007,London,150
"2020-03-13",region,E12000007,London,135
"2020-03-12",region,E12000007,London,164
"2020-03-11",region,E12000007,London,183
"2020-03-10",region,E12000007,London,92
"2020-03-09",region,E12000007,London,52
"2020-03-08",region,E12000007,London,22
"2020-03-07",region,E12000007,London,15
"2020-03-06",region,E12000007,London,24
"2020-03-05",region,E12000007,London,14
"2020-03-04",region,E12000007,London,18
"2020-03-03",region,E12000007,London,6
"2020-03-02",region,E12000007,London,12
"2020-03-01",region,E12000007,London,4
"2020-02-29",region,E12000007,London,1
"2020-02-28",region,E12000007,London,3
"2020-02-27",region,E12000007,London,2
"2020-02-26",region,E12000007,London,2
"2020-02-25",region,E12000007,London,3
"2020-02-24",region,E12000007,London,1
"2020-02-23",region,E12000007,London,0
"2020-02-22",region,E12000007,London,0
"2020-02-21",region,E12000007,London,0
"2020-02-20",region,E12000007,London,0
"2020-02-19",region,E12000007,London,0
"2020-02-18",region,E12000007,London,0
"2020-02-17",region,E12000007,London,0
"2020-02-16",region,E12000007,London,0
"2020-02-15",region,E12000007,London,0
"2020-02-14",region,E12000007,London,0
"2020-02-13",region,E12000007,London,0
"2020-02-12",region,E12000007,London,0
"2020-02-11",region,E12000007,London,1
"2020-12-28",region,E12000006,East of England,137
"2020-12-27",region,E12000006,East of England,4216
"2020-12-26",region,E12000006,East of England,5363
"2020-12-25",region,E12000006,East of England,1643
"2020-12-24",region,E12000006,East of England,3948
"2020-12-23",region,E12000006,East of England,5788
"2020-12-22",region,E12000006,East of England,6242
"2020-12-21",region,E12000006,East of England,6615
"2020-12-20",region,E12000006,East of England,4591
"2020-12-19",region,E12000006,East of England,3393
"2020-12-18",region,E12000006,East of England,5129
"2020-12-17",region,E12000006,East of England,4619
"2020-12-16",region,E12000006,East of England,4715
"2020-12-15",region,E12000006,East of England,4342
"2020-12-14",region,E12000006,East of England,4427
"2020-12-13",region,E12000006,East of England,2753
"2020-12-12",region,E12000006,East of England,2242
"2020-12-11",region,E12000006,East of England,2679
"2020-12-10",region,E12000006,East of England,2317
"2020-12-09",region,E12000006,East of England,2251
"2020-12-08",region,E12000006,East of England,2085
"2020-12-07",region,E12000006,East of England,2193
"2020-12-06",region,E12000006,East of England,1303
"2020-12-05",region,E12000006,East of England,1184
"2020-12-04",region,E12000006,East of England,1375
"2020-12-03",region,E12000006,East of England,1337
"2020-12-02",region,E12000006,East of England,1436
"2020-12-01",region,E12000006,East of England,1284
"2020-11-30",region,E12000006,East of England,1510
"2020-11-29",region,E12000006,East of England,770
"2020-11-28",region,E12000006,East of England,804
"2020-11-27",region,E12000006,East of England,1133
"2020-11-26",region,E12000006,East of England,1029
"2020-11-25",region,E12000006,East of England,1204
"2020-11-24",region,E12000006,East of England,1029
"2020-11-23",region,E12000006,East of England,1234
"2020-11-22",region,E12000006,East of England,805
"2020-11-21",region,E12000006,East of England,801
"2020-11-20",region,E12000006,East of England,1056
"2020-11-19",region,E12000006,East of England,1180
"2020-11-18",region,E12000006,East of England,1250
"2020-11-17",region,E12000006,East of England,1319
"2020-11-16",region,E12000006,East of England,1591
"2020-11-15",region,E12000006,East of England,914
"2020-11-14",region,E12000006,East of England,983
"2020-11-13",region,E12000006,East of England,1364
"2020-11-12",region,E12000006,East of England,1372
"2020-11-11",region,E12000006,East of England,1607
"2020-11-10",region,E12000006,East of England,1457
"2020-11-09",region,E12000006,East of England,1797
"2020-11-08",region,E12000006,East of England,1076
"2020-11-07",region,E12000006,East of England,1009
"2020-11-06",region,E12000006,East of England,1107
"2020-11-05",region,E12000006,East of England,1116
"2020-12-20",region,E12000007,London,8851
"2020-11-04",region,E12000006,East of England,1044
"2020-11-03",region,E12000006,East of England,1144
"2020-11-02",region,E12000006,East of England,1375
"2020-11-01",region,E12000006,East of England,633
"2020-10-31",region,E12000006,East of England,724
"2020-10-30",region,E12000006,East of England,994
"2020-10-29",region,E12000006,East of England,972
"2020-10-28",region,E12000006,East of England,1019
"2020-10-27",region,E12000006,East of England,937
"2020-10-26",region,E12000006,East of England,1145
"2020-10-25",region,E12000006,East of England,569
"2020-10-24",region,E12000006,East of England,599
"2020-10-23",region,E12000006,East of England,991
"2020-10-22",region,E12000006,East of England,996
"2020-10-21",region,E12000006,East of England,1044
"2020-10-20",region,E12000006,East of England,1093
"2020-10-19",region,E12000006,East of England,1036
"2020-10-18",region,E12000006,East of England,584
"2020-10-17",region,E12000006,East of England,509
"2020-10-16",region,E12000006,East of England,656
"2020-10-15",region,E12000006,East of England,845
"2020-10-14",region,E12000006,East of England,678
"2020-10-13",region,E12000006,East of England,731
"2020-10-12",region,E12000006,East of England,703
"2020-10-11",region,E12000006,East of England,378
"2020-10-10",region,E12000006,East of England,330
"2020-10-09",region,E12000006,East of England,564
"2020-10-08",region,E12000006,East of England,578
"2020-10-07",region,E12000006,East of England,539
"2020-10-06",region,E12000006,East of England,564
"2020-10-05",region,E12000006,East of England,530
